epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,25.4672,1.32362,3.2256,1.02943,0.00442,0.29657,0.12425,0.09152,1.13468,3.54254,0.97635,0.000361721,0.000361721,0.000361721
2,36.4659,1.25287,1.74085,1.01402,0.99914,0.09167,0.36657,0.24463,1.12888,2.55428,0.95866,0.000707896,0.000707896,0.000707896
3,47.0862,1.22047,1.48728,1.00182,0.72597,0.38978,0.49403,0.2937,1.15343,1.7613,0.98926,0.00102963,0.00102963,0.00102963
4,57.7487,1.20725,1.40203,1.01183,0.80105,0.52821,0.59621,0.37375,1.10333,1.20004,0.99066,0.00100101,0.00100101,0.00100101
5,68.5015,1.17474,1.26863,0.99904,0.67932,0.62052,0.63145,0.40353,1.03498,0.9603,0.97419,0.000964348,0.000964348,0.000964348
6,78.4481,1.10541,1.16214,0.98681,0.7165,0.53889,0.64819,0.39777,0.97468,0.94848,0.9835,0.000927685,0.000927685,0.000927685
7,88.7665,1.08713,1.10179,0.96823,0.7038,0.60735,0.66507,0.41646,1.00306,0.91409,0.9625,0.000891022,0.000891022,0.000891022
8,99.3989,1.05711,1.03593,0.96544,0.6762,0.69141,0.71207,0.42916,1.01345,0.86132,0.9683,0.000854359,0.000854359,0.000854359
9,109.739,1.06577,0.96946,0.96126,0.79223,0.68801,0.6929,0.42528,1.00393,0.85445,0.97493,0.000817696,0.000817696,0.000817696
10,120.174,1.02348,0.91874,0.94655,0.77224,0.74422,0.75541,0.46739,1.03086,0.78557,1.0044,0.000781033,0.000781033,0.000781033
11,130.468,0.99585,0.85722,0.94277,0.86683,0.73582,0.77999,0.4864,0.9334,0.75431,0.96062,0.00074437,0.00074437,0.00074437
12,140.621,1.01123,0.86183,0.9463,0.76274,0.74118,0.74989,0.48199,0.99542,0.77421,0.97777,0.000707707,0.000707707,0.000707707
13,151.161,0.96507,0.81139,0.92996,0.72729,0.73728,0.76428,0.46693,0.99426,0.82167,0.96656,0.000671044,0.000671044,0.000671044
14,161.619,0.95282,0.79439,0.92574,0.73339,0.73382,0.74087,0.47394,0.93626,0.70011,0.94565,0.000634381,0.000634381,0.000634381
15,171.926,0.93344,0.76946,0.91875,0.83872,0.72483,0.79996,0.48789,0.94594,0.71804,0.96056,0.000597718,0.000597718,0.000597718
16,182.5,0.92001,0.7302,0.9132,0.77817,0.7984,0.80628,0.52333,0.944,0.67634,0.95776,0.000561055,0.000561055,0.000561055
17,192.925,0.91177,0.71174,0.91701,0.75519,0.78229,0.75886,0.49162,0.879,0.69656,0.93139,0.000524392,0.000524392,0.000524392
18,203.538,0.90776,0.7097,0.91518,0.77926,0.7482,0.77182,0.51495,0.8578,0.678,0.92765,0.000487729,0.000487729,0.000487729
19,213.935,0.88345,0.6873,0.90779,0.77046,0.82937,0.82243,0.54847,0.91289,0.67297,0.94238,0.000451066,0.000451066,0.000451066
20,224.456,0.86861,0.66551,0.90315,0.77645,0.85626,0.81026,0.51828,0.91879,0.67163,0.94469,0.000414403,0.000414403,0.000414403
21,279.535,0.90998,0.7592,0.89967,0.83085,0.74143,0.79853,0.50669,0.90328,0.68128,0.94484,0.00037774,0.00037774,0.00037774
22,290.007,0.91283,0.71746,0.89984,0.80829,0.7221,0.80827,0.49929,0.92212,0.66675,0.9582,0.000341077,0.000341077,0.000341077
23,300.449,0.87414,0.68686,0.88914,0.80622,0.7485,0.78989,0.5123,0.85867,0.68176,0.91686,0.000304414,0.000304414,0.000304414
24,310.81,0.85292,0.67115,0.88864,0.78891,0.8117,0.79727,0.52881,0.88595,0.65207,0.93405,0.000267751,0.000267751,0.000267751
25,321.149,0.84313,0.66669,0.88835,0.83917,0.76567,0.81588,0.53158,0.90662,0.67486,0.95593,0.000231088,0.000231088,0.000231088
26,331.003,0.84397,0.65142,0.89003,0.81893,0.74393,0.801,0.51452,0.9343,0.66804,0.97686,0.000194425,0.000194425,0.000194425
27,340.931,0.81578,0.62233,0.8782,0.74101,0.78388,0.80178,0.53853,0.91126,0.65665,0.94748,0.000157762,0.000157762,0.000157762
28,351.207,0.80836,0.62527,0.88003,0.82272,0.76967,0.81474,0.54207,0.87016,0.63955,0.94843,0.000121099,0.000121099,0.000121099
29,362.361,0.7959,0.60351,0.87631,0.78498,0.77645,0.80212,0.53722,0.85093,0.64315,0.93174,8.4436e-05,8.4436e-05,8.4436e-05
30,373.235,0.76006,0.58578,0.87301,0.81146,0.7891,0.80931,0.54728,0.87294,0.63665,0.94527,4.7773e-05,4.7773e-05,4.7773e-05
